NDB_No,Shrt_Desc,Water,Energ_Kcal,Protein,Lipid_Tot,Ash,Carbohydrt,Fiber_TD,Sugar_Tot,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,ZInc,Copper,Manganese,Selenium,Vit_C,Thiamin,Ribolfavin,Niacin,Panto_Acid,Vit_B6,Folate_Tot,Folic_Acid,Food_Folate,Folate_DFE,Choline_Tot,Vit_B12,Vit_A_IU,Vit_A_RAE,Retinol,Alpha_Carot,Beta_Carot,Beta_Crypt,Lycopene,Lut+Zea,Vit_E,Vit_K,FA_SAt,FA_Mono,FA_Poly,Cholestrl,GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct
1157,"CHEESE,GOAT,SEMISOFT TYPE",45.52,364,21.58,29.84,2.94,2.54,0.0,2.539999962,298,1.62,29.0,375,158,515,0.66,0.564,0.093,3.8,0.0,0.072,0.676,1.148,0.19,0.06,2.0,0.0,2.0,2.0,15.0,0.22,1464,407.0,401.0,0.0,77.0,0.0,0.0,0.0,0.26,2.5,20.639,6.808,0.709,79,28.35,1 oz,32.0,Unknown,0
1159,"CHEESE,GOAT,SOFT TYPE",60.75,268,18.52,21.08,1.58,0.89,0.0,0.889999986,140,1.9,16.0,256,26,368,0.92,0.732,0.1,2.8,0.0,0.07,0.38,0.43,0.68,0.25,12.0,0.0,12.0,12.0,15.0,0.19,1033,288.0,283.0,0.0,54.0,0.0,0.0,0.0,0.18,1.8,14.575,4.807,0.501,46,28.35,1 oz,32.0,Unknown,0
1160,"EGG,YOLK,RAW,FRZ,SALTED",50.8,274,14.0,23.0,10.6,1.6,0.0,3.5499999525,114,3.75,10.0,431,117,3780,2.84,0.109,0.062,37.7,0.0,0.13,0.43,0.04,3.23,0.261,107.0,0.0,107.0,107.0,16.0,2.52,1190,357.0,357.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,7.028,8.849,3.15,955,227.0,.5 lb,32.0,Unknown,0
1161,"CHEESE SUB,MOZZARELLA",47.36,248,11.47,12.22,5.27,23.67,0.0,23.67000008,610,0.4,41.0,583,455,685,1.92,0.11,0.028,19.2,0.1,0.026,0.444,0.317,0.083,0.051,11.0,0.0,11.0,11.0,14.0,0.81,1457,437.0,437.0,0.0,0.0,0.0,0.0,0.0,0.11,1.0,3.711,6.243,1.738,0,113.0,"1 cup, shredded",28.0,1 oz,0
1163,CHEESE FONDUE,61.61,229,14.23,13.47,1.85,3.77,0.0,3.5499999525,476,0.39,23.0,306,105,132,1.96,0.026,0.099,9.0,0.0,0.027,0.196,0.19,0.233,0.055,8.0,4.0,4.0,11.0,16.0,0.83,414,109.0,107.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,8.721,3.563,0.484,45,215.0,1 cup,108.0,.5 cup,0
1164,"CHEESE SAU,PREP FROM RECIPE",66.86,197,10.33,14.92,2.41,5.48,0.100000001,3.5499999525,311,0.35,19.0,229,142,493,1.26,0.019,0.04,6.6,0.6,0.044,0.243,0.204,0.233,0.045,10.0,2.0,8.0,11.0,16.0,0.35,606,166.0,163.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,8.034,4.735,1.397,38,243.0,1 cup,30.0,2 tbsp,0
1165,"CHEESE,MEXICAN,QUESO ANEJO",38.06,373,21.44,29.98,5.89,4.63,0.0,4.630000114,680,0.47,28.0,444,87,1131,2.94,0.008,0.037,14.5,0.0,0.02,0.209,0.032,0.252,0.047,1.0,0.0,1.0,1.0,15.0,1.38,187,54.0,54.0,0.0,4.0,0.0,0.0,0.0,0.26,2.5,19.033,8.528,0.901,105,132.0,"1 cup, crumbled",28.0,1 oz,0
1166,"CHEESE,MEXICAN,QUESO ASADERO",42.16,356,22.6,28.26,4.11,2.87,0.0,2.869999886,661,0.51,26.0,443,86,655,3.02,0.026,0.036,14.5,0.0,0.021,0.223,0.181,0.231,0.053,8.0,0.0,8.0,8.0,15.0,1.0,190,55.0,55.0,0.0,4.0,0.0,0.0,0.0,0.24,2.4,17.939,8.038,0.85,105,132.0,"1 cup, diced",113.0,"1 cup, shredded",0
1167,"CHEESE,MEXICAN,QUESO CHIHUAHUA",39.13,374,21.56,29.68,4.06,5.56,0.0,5.559999943,651,0.47,23.0,442,52,617,3.5,0.024,0.071,14.5,0.0,0.018,0.225,0.15,0.279,0.055,2.0,0.0,2.0,2.0,15.0,1.03,193,56.0,56.0,0.0,4.0,0.0,0.0,0.0,0.26,2.5,18.843,8.443,0.892,105,132.0,"1 cup, diced",113.0,"1 cup, shredded",0
1168,"CHEESE,LOFAT,CHEDDAR OR COLBY",63.1,173,24.35,7.0,3.64,1.91,0.0,0.519999981,415,0.42,16.0,484,66,612,1.82,0.021,0.006,14.5,0.0,0.012,0.221,0.051,0.183,0.045,11.0,0.0,11.0,11.0,15.0,0.49,207,60.0,60.0,0.0,4.0,0.0,0.0,0.0,0.06,0.6,4.342,2.082,0.222,21,132.0,"1 cup, diced",113.0,"1 cup, shredded",0
1169,"CHEESE,LOW-SODIUM,CHEDDAR OR COLBY",38.98,398,24.35,32.62,2.13,1.91,0.0,0.49000001,703,0.72,27.0,484,112,21,3.09,0.036,0.011,14.5,0.0,0.021,0.375,0.086,0.311,0.076,18.0,0.0,18.0,18.0,15.0,0.83,996,264.0,257.0,0.0,84.0,0.0,0.0,0.0,0.28,2.7,20.768,9.189,0.972,100,132.0,"1 cup, diced",113.0,"1 cup, shredded",0
1171,"EGG,WHOLE,RAW,FROZEN",75.85,148,11.95,10.2,0.95,1.05,0.0,3.5499999525,59,1.85,11.0,202,130,133,1.38,0.053,0.034,30.8,0.0,0.06,0.46,0.075,1.48,0.162,73.0,0.0,73.0,73.0,16.0,1.07,525,158.0,158.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,3.147,3.886,1.412,432,132.0,Unknown,32.0,Unknown,0
1172,"EGG,WHITE,RAW,FROZEN",88.55,47,9.8,0.0,0.6,1.05,0.0,3.5499999525,7,0.05,10.0,13,136,158,0.02,0.012,0.007,17.6,0.0,0.005,0.4,0.1,0.155,0.004,3.0,0.0,3.0,3.0,16.0,0.06,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,0.0,0.0,0.0,0,132.0,Unknown,32.0,Unknown,0
1173,"EGG,WHITE,DRIED",5.8,382,81.1,0.0,5.3,7.8,0.0,5.400000095,62,0.15,88.0,111,1125,1280,0.1,0.114,0.007,125.1,0.0,0.005,2.53,0.865,0.775,0.036,18.0,0.0,18.0,18.0,16.0,0.18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,132.0,Unknown,32.0,Unknown,0
1178,"SOUR CREAM,REDUCED FAT",71.0,181,7.0,14.1,0.9,7.0,0.0,0.300000012,141,0.06,11.0,85,211,70,0.27,0.01,0.017,4.1,0.9,0.04,0.24,0.07,0.3935,0.02,11.0,0.0,11.0,11.0,19.0,0.3,436,119.0,117.0,0.0,27.0,0.0,0.0,0.0,0.4,0.7,8.7,4.1,0.5,35,132.0,Unknown,32.0,Unknown,0
1179,"SOUR CREAM,LIGHT",78.1,136,3.5,10.6,0.7,7.1,0.0,0.219999999,141,0.07,10.0,71,212,71,0.5,0.016,0.017,3.1,0.9,0.04,0.12,0.07,0.3935,0.02,11.0,0.0,11.0,11.0,19.0,0.42,328,90.0,88.0,0.0,21.0,0.0,0.0,0.0,0.3,0.5,6.6,3.1,0.4,35,132.0,Unknown,32.0,Unknown,0
1180,"SOUR CREAM,FAT FREE",80.6,74,3.1,0.0,0.7,15.6,0.0,0.389999986,125,0.0,10.0,95,129,141,0.5,0.016,0.017,5.3,0.0,0.04,0.15,0.07,0.3935,0.02,11.0,0.0,11.0,11.0,19.0,0.3,255,73.0,72.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,132.0,Unknown,32.0,Unknown,0
1182,"USDA COMMODITY,CHS,CHEDDAR,RED FAT",48.2,282,27.2,18.3,4.3,2.0,0.0,0.579999983,905,0.13,35.0,583,93,725,4.3,0.021,0.017,15.5,0.0,0.03,0.3,0.06,0.3935,0.084,20.0,0.0,20.0,20.0,15.0,1.66,633,150.0,142.0,0.0,95.0,0.0,0.0,0.0,0.16,1.5,11.6,5.02,0.75,56,132.0,Unknown,32.0,Unknown,0
1184,"YOGURT,VAN OR LEM FLAV,NONFAT MILK,SWTND W/LOW-CALORIE SWTNR",87.43,47,3.86,0.18,1.0,7.5,0.0,7.5,143,0.12,13.0,109,177,59,0.67,0.079,0.017,3.1,1.1,0.034,0.162,0.086,0.3935,0.037,8.0,0.0,8.0,8.0,15.0,0.43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.049,0.005,2,132.0,Unknown,32.0,Unknown,0
1185,"PARMESAN CHS TOPPING,FAT FREE",8.6,370,40.0,5.0,6.4,40.0,0.0,1.5,800,5.0,40.0,700,600,1150,3.0,0.02,0.017,43.3,0.0,0.05,0.05,0.2,0.3935,0.1,25.0,0.0,25.0,25.0,15.0,1.1,151,40.0,39.0,0.0,13.0,0.0,0.0,0.0,0.04,0.4,3.11,1.446,0.186,20,132.0,Unknown,32.0,Unknown,0
1186,"CHEESE,CREAM,FAT FREE",71.87,105,15.69,1.0,3.77,7.66,0.0,5.480000019,351,0.19,22.0,523,278,702,1.5,0.036,0.017,4.9,0.0,0.04,0.265,0.23,0.84,0.05,35.0,0.0,35.0,35.0,65.0,0.95,53,11.0,10.0,0.0,11.0,0.0,0.0,0.0,0.02,0.2,0.644,0.25,0.057,12,132.0,Unknown,32.0,Unknown,0
1187,"YOGURT,CHOC,NONFAT MILK",71.57,108,3.53,0.0,1.37,23.53,1.200000048,14.97000027,88,0.42,40.0,166,339,135,1.13,0.209,0.017,7.0,0.0,0.047,0.215,0.223,0.3935,0.047,12.0,0.0,12.0,12.0,15.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,132.0,Unknown,32.0,Unknown,0
1188,KRAFT CHEEZ WHIZ PAST PROCESS CHS SAU,51.5,276,12.0,21.0,5.8,9.2,0.300000012,6.699999809,359,0.19,16.5,806,240,1638,1.64,0.03,0.017,11.3,0.4,0.039,0.24,0.105,0.3935,0.053,10.0,0.0,10.0,10.0,16.0,0.49,649,107.0,89.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,13.1,3.5685000000000002,0.546,75,33.0,2 tbsp,32.0,Unknown,0
1189,KRAFT CHEEZ WHIZ LT PAST PROCESS CHS PRODUCT,51.5,215,16.3,9.5,6.4,16.2,0.200000003,8.199999809,418,0.16,16.5,943,297,1705,2.36,0.03,0.017,11.3,0.4,0.039,0.33,0.105,0.3935,0.053,10.0,0.0,10.0,10.0,16.0,0.49,628,107.0,89.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,6.4,3.5685000000000002,0.546,35,35.0,2 tbsp,32.0,Unknown,0
1190,KRAFT FREE SINGLES AMERICAN NONFAT PAST PROCESS CHS PRODUCT,58.0,148,22.7,1.0,6.1,11.7,0.200000003,6.699999809,712,0.05,16.5,923,236,1298,2.5,0.03,0.017,11.3,0.2,0.039,0.28,0.105,0.3935,0.053,10.0,0.0,10.0,10.0,16.0,0.49,2166,107.0,89.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,0.7,3.5685000000000002,0.546,16,21.0,1 slice,32.0,Unknown,0
1191,KRAFT VELVEETA PAST PROCESS CHS SPRD,45.8,303,16.3,22.0,6.0,9.8,0.0,8.100000381,466,0.18,16.5,863,335,1499,1.84,0.03,0.017,11.3,0.2,0.039,0.35,0.105,0.3935,0.053,10.0,0.0,10.0,10.0,16.0,0.49,1107,107.0,89.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,14.4,3.5685000000000002,0.546,80,28.0,1 oz,32.0,Unknown,0
1192,KRAFT VELVEETA LT RED FAT PAST PROCESS CHS PRODUCT,51.3,222,19.6,10.6,6.6,11.8,0.0,8.5,574,0.14,16.5,1024,345,1586,2.49,0.03,0.017,11.3,0.1,0.039,0.65,0.105,0.3935,0.053,10.0,0.0,10.0,10.0,16.0,0.49,982,107.0,89.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,7.1,3.5685000000000002,0.546,42,28.0,1 oz,32.0,Unknown,0
1193,KRAFT BREAKSTONE'S RED FAT SOUR CRM,76.2,152,4.5,12.0,0.8,6.5,0.100000001,6.400000095,161,0.06,16.5,110,210,59,1.18,0.03,0.017,11.3,1.1,0.039,0.279,0.105,0.3935,0.053,10.0,0.0,10.0,10.0,16.0,0.49,1053,107.0,89.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,7.6,3.5685000000000002,0.546,50,31.0,2 tbsp,32.0,Unknown,0
1194,KRAFT BREAKSTONE'S FREE FAT FREE SOUR CRM,77.7,91,4.7,1.3,1.2,15.1,0.0,7.199999809,141,0.05,16.5,116,219,72,1.18,0.03,0.017,11.3,1.2,0.039,0.279,0.105,0.3935,0.053,10.0,0.0,10.0,10.0,16.0,0.49,679,107.0,89.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,0.8,3.5685000000000002,0.546,9,32.0,2 tbsp,32.0,Unknown,0
1195,KRAFT BREYERS LOWFAT STRAWBERRY YOGURT (1% MILKFAT),76.5,96,3.8,0.8,0.7,18.2,0.200000003,17.39999962,125,0.1,16.5,89,192,52,1.18,0.03,0.017,11.3,0.0,0.039,0.19,0.105,0.3935,0.053,10.0,0.0,10.0,10.0,16.0,0.53,34,107.0,89.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,0.5,3.5685000000000002,0.546,9,227.0,"1 container,  (8 oz)",32.0,Unknown,0
1196,KRAFT BREYERS LT N' LVLY LOWFAT STR'BERY YOGURT (1% MILKFAT),73.3,108,3.2,0.8,0.6,21.9,0.200000003,19.60000038,91,0.11,16.5,67,151,45,1.18,0.03,0.017,11.3,0.0,0.039,0.14,0.105,0.3935,0.053,10.0,0.0,10.0,10.0,16.0,0.46,30,107.0,89.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,0.5,3.5685000000000002,0.546,9,125.0,"1 container,  (4.4 oz)",32.0,Unknown,0
1197,KRAFT BREYERS SMOTH&CRMY LOWFAT STR'BERY YOGURT (1% MILKFAT),74.8,102,3.8,0.9,0.7,19.9,0.300000012,17.20000076,108,0.13,16.5,78,177,55,1.18,0.03,0.017,11.3,0.0,0.039,0.18,0.105,0.3935,0.053,10.0,0.0,10.0,10.0,16.0,0.52,31,107.0,89.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,0.5,3.5685000000000002,0.546,9,227.0,"1 container,  (8 oz)",32.0,Unknown,0
1198,KRAFT BREYERS LT NONFAT STR'BERY YOGURT (W/ASPRT&FRUCT SW'T),86.0,55,3.4,0.2,0.6,9.9,0.0,7.699999809,95,0.11,16.5,68,146,45,1.18,0.03,0.017,11.3,0.6,0.039,0.14,0.105,0.3935,0.053,10.0,0.0,10.0,10.0,16.0,0.41,4,107.0,89.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,0.1,3.5685000000000002,0.546,5,227.0,"1 container,  (8 oz)",32.0,Unknown,0
1199,"CREAM,HALF & HALF,FAT FREE",86.0,59,2.6,1.4,1.0,9.0,0.0,5.0,96,0.0,16.0,151,206,144,0.81,0.016,0.002,2.9,0.7,0.056,0.237,0.124,0.459,0.062,4.0,0.0,4.0,4.0,15.0,0.52,43,12.0,12.0,0.0,3.0,0.0,0.0,0.0,0.04,0.2,0.841,0.384,0.052,5,132.0,Unknown,32.0,Unknown,0
1200,REDDI WIP FAT FREE WHIPPED TOPPING,66.44,149,3.0,5.0,0.56,25.0,0.400000006,16.0,108,0.03,8.0,68,108,72,0.31,0.019,0.017,3.0,0.0,0.148,0.619,0.364,0.3935,0.123,17.0,0.0,17.0,17.0,0.0,1.48,175,49.0,48.0,0.0,9.0,0.0,0.0,0.0,0.09,0.3,2.869,1.25,0.299,16,132.0,Unknown,32.0,Unknown,0
1202,"MILK,CHOC,FLUID,COMM,RED FAT,W/ ADDED CA",82.17,78,2.99,1.9,0.81,12.13,0.699999988,9.550000191,194,0.24,14.0,76,123,66,0.39,0.075,0.062,3.4,0.0,0.045,0.565,0.164,0.539,0.024,2.0,0.0,2.0,2.0,16.0,0.33,227,64.0,63.0,0.0,11.0,0.0,0.0,0.0,0.04,0.2,1.177,0.455,0.089,8,250.0,1 cup,31.0,1 fl oz,0
1203,"YOGURT,FRUIT,LOFAT,W/LO CAL SWEETENER",74.1,105,4.86,1.41,1.03,18.6,0.0,2.900000095,152,0.07,16.0,133,194,58,0.82,0.08,0.065,3.1,0.7,0.041,0.18,0.105,0.544,0.045,10.0,0.0,10.0,10.0,15.0,0.52,441,131.0,131.0,0.0,4.0,0.0,0.0,0.0,0.06,1.2,0.909,0.387,0.04,6,227.0,"1 8 oz container,  (8 oz)",245.0,"1 cup,  (8 fl oz)",0
1204,"CHEESE,PARMESAN,DRY GRATED,RED FAT",50.6,265,20.0,20.0,8.03,1.37,0.0,0.0,1109,0.9,38.0,729,125,1529,3.87,0.238,0.085,17.7,0.0,0.029,0.486,0.114,0.325,0.049,10.0,0.0,10.0,10.0,21.0,2.26,605,160.0,156.0,0.0,51.0,0.0,0.0,0.0,0.17,1.7,13.317,6.098,0.462,88,100.0,1 cup,5.0,1 tbsp,0
1205,"CREAM SUB,FLAV,LIQ",50.06,251,0.69,13.5,0.55,35.07,1.100000024,33.04000092,6,0.59,19.0,28,96,80,0.25,0.142,0.142,0.7,0.0,0.004,0.024,0.091,0.01,0.004,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.58,3.3,2.635,4.002,6.269,0,132.0,Unknown,32.0,Unknown,0
1206,"CREAM SUB,FLAV,POWDERED",1.52,495,0.0,21.47,0.79,75.42,1.200000048,58.00999832,5,0.63,17.0,28,90,196,0.23,0.135,0.14,1.3,0.0,0.004,0.027,0.084,0.009,0.004,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41,9.1,19.446,0.618,0.229,0,132.0,Unknown,32.0,Unknown,0
1208,"CHEESE,PROVOLONE,RED FAT",50.6,274,24.7,17.6,3.6,3.5,0.0,0.550000012,756,0.52,28.0,496,138,876,3.23,0.026,0.01,14.5,0.0,0.019,0.321,0.156,0.476,0.073,10.0,0.0,10.0,10.0,13.0,1.46,532,141.0,137.0,0.0,45.0,0.0,0.0,0.0,0.15,1.5,11.3,4.89,0.51,55,132.0,"1 cup, diced",113.0,"1 cup, shredded",0
1209,"CHEESE,MEXICAN,BLEND,RED FAT",48.2,282,24.69,19.4,4.3,3.41,0.0,0.560000002,1146,0.13,35.0,583,93,776,4.3,0.021,0.017,15.5,0.0,0.03,0.3,0.06,0.3935,0.084,20.0,0.0,20.0,20.0,14.0,1.66,586,155.0,151.0,0.0,50.0,0.0,0.0,0.0,0.17,1.6,11.58,5.02,0.75,62,132.0,Unknown,32.0,Unknown,0
1210,"EGG MIX,USDA CMDTY",2.78,549,35.6,34.5,3.15,23.97,0.0,2.460000038,171,3.23,11.0,451,373,576,2.76,0.149,0.056,118.0,0.0,0.19,1.277,0.267,6.5,0.207,138.0,0.0,138.0,138.0,602.0,2.9,398,117.0,116.0,0.0,0.0,13.0,0.0,0.0,2.04,0.7,10.305,13.745,7.555,1110,132.0,Unknown,32.0,Unknown,0
2001,"ALLSPICE,GROUND",8.46,263,6.09,8.69,4.65,72.12,21.60000038,3.5499999525,661,7.06,135.0,113,1044,77,1.01,0.553,2.943,2.7,39.2,0.101,0.063,2.86,0.3935,0.21,36.0,0.0,36.0,36.0,16.0,0.0,540,27.0,0.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,2.55,0.66,2.36,0,6.0,1 tbsp,2.0,1 tsp,0
2002,ANISE SEED,9.54,337,17.6,15.9,6.95,50.02,14.60000038,3.5499999525,646,36.96,170.0,440,1441,16,5.3,0.91,2.3,5.0,21.0,0.34,0.29,3.06,0.797,0.65,10.0,0.0,10.0,10.0,16.0,0.0,311,16.0,0.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,0.586,9.78,3.15,0,6.7,"1 tbsp, whole",2.0,"1 tsp, whole",0
2005,CARAWAY SEED,9.87,333,19.77,14.59,5.87,49.9,38.0,0.639999986,689,16.23,258.0,568,1351,17,5.5,0.91,1.3,12.1,21.0,0.383,0.379,3.606,0.3935,0.36,10.0,0.0,10.0,10.0,25.0,0.0,363,18.0,0.0,0.0,189.0,58.0,6.0,205.0,2.5,0.0,0.62,7.125,3.272,0,6.7,1 tbsp,2.0,1 tsp,0
2006,"SPICES,CARDAMOM",8.28,311,10.76,6.7,5.78,68.47,28.0,3.5499999525,383,13.97,229.0,178,1119,18,7.47,0.383,28.0,11.3,21.0,0.198,0.182,1.102,0.3935,0.23,10.0,0.0,10.0,10.0,16.0,0.0,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.23,1.1,0.68,0.87,0.43,0,5.8,"1 tbsp, ground",2.0,"1 tsp, ground",0
2010,"CINNAMON,GROUND",10.58,247,3.99,1.24,3.6,80.59,53.09999847,2.170000076,1002,8.32,60.0,64,431,10,1.83,0.339,17.466,3.1,3.8,0.022,0.041,1.332,0.358,0.158,6.0,0.0,6.0,6.0,11.0,0.0,295,15.0,0.0,1.0,112.0,129.0,15.0,222.0,2.32,31.2,0.345,0.246,0.068,0,7.85,1 tbsp,3.0,1 tsp,0
